_id,Anno,Quartiere,NIL,Uomini,Donne,Totale,Minori,Stranieri,Famiglie,Famiglie unipersonali,80 e più soli,Nati,Nati fuori dal matrimonio,Nati con almeno un genitore straniero,Morti,Emigrati,Immigrati,80 e più,65 e più,Prima cittadinanza,residenti prima cittadinanza,Seconda cittadinanza,residenti seconda cittadinanza,Terza cittadinanza,residenti terza cittadinanza,Scuola dell'infanzia (numero),Scuola primaria (numero),Scuola secondaria di primo grado (numero),Area (metri quadrati),fermate linee superficie,fermate metro,piste ciclabili (m)
270,2014,Bande Nere,52,19652,23638,43290,6077,6343,22025,10011,2243,337,117,111,565,1592,1510,4732,12542,Filippine,1553,Perù,567,Egitto,555,15,7,7,"2663880,93",73,3,0
271,2014,Barona,46,7964,9057,17021,2357,2190,7921,3132,687,98,48,40,217,376,319,1507,5320,Egitto,544,Marocco,238,Filippine,226,3,3,1,"2006324,59",59,0,1240
272,2014,Bicocca,15,4086,3952,8038,1410,1304,3827,1617,141,102,39,25,35,363,535,309,1247,Filippine,192,Egitto,189,"Cinese, Repubblica Popolare",107,0,0,0,"1534521,13",39,3,3070
273,2014,Bovisa,77,6609,6393,13002,1978,4527,7044,3833,440,136,56,73,91,656,609,777,2359,Egitto,1092,"Cinese, Repubblica Popolare",756,Filippine,533,4,2,1,"1913132,63",27,1,3470
274,2014,Bovisasca,81,3411,3811,7222,1091,935,3334,1234,255,53,19,18,100,190,157,640,1964,Perù,116,Egitto,111,"Cinese, Repubblica Popolare",94,3,1,1,"1576826,44",23,0,0
275,2014,Brera,2,8275,9574,17849,2848,2430,8938,4115,616,155,66,32,148,944,874,1224,4174,Filippine,404,Sri Lanka (ex Ceylon),221,Romania,137,6,6,5,"1637395,23",63,4,1354
276,2014,Bruzzano,83,6176,6523,12699,2079,2290,6099,2385,341,139,64,58,106,415,340,795,2973,Egitto,363,Perù,249,Ecuador,204,3,2,1,"1667691,29",21,1,0
277,2014,Buenos Aires - Venezia,21,28309,32571,60880,9113,7410,30288,13456,2142,479,174,125,510,2787,2384,4409,14170,Filippine,1344,"Cinese, Repubblica Popolare",552,Sri Lanka (ex Ceylon),479,9,5,4,"2877542,27",119,5,1220
278,2014,Cantalupa,47,250,237,487,82,77,252,118,4,4,1,1,2,8,26,6,83,Egitto,20,"Cinese, Repubblica Popolare",9,Perù,7,0,0,0,"926716,81",2,0,1460
279,2014,Cascina Triulza - Expo,73,552,75,627,14,81,22,8,0,0,0,0,1,93,185,0,27,Marocco,19,Romania,12,Albania,9,0,0,0,"1729126,9",1,0,2204
280,2014,Centrale,10,8862,8594,17456,2446,4119,8457,3752,524,153,66,73,130,877,922,1124,3618,Bangladesh,681,Filippine,594,"Cinese, Repubblica Popolare",512,3,3,3,"1556077,52",65,5,878
281,2014,Chiaravalle,34,561,545,1106,147,149,528,214,24,5,3,1,12,45,22,51,231,Filippine,20,Bangladesh,19,Sri Lanka (ex Ceylon),19,1,0,0,"311640,12",4,0,0
282,2014,Città Studi,22,16518,19619,36137,4938,5462,18240,8341,1617,291,108,78,382,1542,1294,3263,9356,Filippine,893,Perù,585,Sri Lanka (ex Ceylon),424,7,8,5,"2207487,44",88,2,564
283,2014,Comasina,82,4649,4778,9427,1753,3033,4385,1885,369,89,41,57,82,350,297,674,1925,"Cinese, Repubblica Popolare",887,Egitto,419,Perù,287,3,2,2,"926734,56",24,1,0
284,2014,Corsica,25,8658,10286,18944,2668,2770,9390,4127,803,174,54,47,179,692,644,1709,4789,Filippine,659,Perù,263,"Cinese, Repubblica Popolare",215,5,3,3,"1081329,7",35,2,1930
285,2014,De Angeli - Monte Rosa,58,9238,11361,20599,3192,2458,10352,4741,819,134,48,23,216,961,786,1768,5163,Filippine,417,Francia,223,Perù,203,3,2,3,"1323078,54",249,2,1550
286,2014,Dergano,79,11536,10679,22215,3705,7636,10861,5083,594,229,91,141,143,1023,1088,1242,3892,Egitto,1686,"Cinese, Repubblica Popolare",1547,Filippine,983,3,3,3,"1358615,04",29,3,325
287,2014,Duomo,1,7867,8535,16402,2614,2046,8073,3645,513,140,37,40,138,836,780,1051,3661,Filippine,431,Sri Lanka (ex Ceylon),270,Perù,123,4,4,3,"2341704,07",106,8,0
288,2014,Ex OM - Morivione,37,3672,4031,7703,1327,1285,3548,1495,203,69,32,22,115,362,264,565,1667,Filippine,240,Egitto,167,"Cinese, Repubblica Popolare",123,3,2,1,"817976,68",10,0,510
289,2014,Farini,78,2064,1870,3934,559,1416,1924,853,77,36,14,20,27,219,243,155,619,Egitto,340,"Cinese, Repubblica Popolare",306,Filippine,152,0,0,0,"1010230,89",17,0,325
290,2014,Figino,63,834,870,1704,268,297,837,378,44,10,3,6,16,85,55,96,360,Romania,54,Sri Lanka (ex Ceylon),49,Egitto,37,2,2,1,"1424713,85",11,0,0
291,2014,Forze Armate,56,11505,12787,24292,3624,4097,12313,5643,868,199,89,89,257,656,755,1758,6241,Filippine,818,Egitto,606,Perù,476,7,5,2,"3206902,39",66,2,0
292,2014,Gallaratese,65,15136,17345,32481,4368,2845,16564,7385,1572,169,67,42,403,760,708,3572,11466,Romania,355,Perù,324,Filippine,319,6,6,3,"3894538,21",87,5,2570
293,2014,Garibaldi Repubblica,9,2509,2766,5275,699,721,2599,1198,176,57,22,18,64,232,271,366,1124,Perù,97,"Cinese, Repubblica Popolare",94,Sri Lanka (ex Ceylon),55,1,0,0,"785668,25",27,2,1290
294,2014,Ghisolfa,70,8120,9131,17251,2720,2976,8546,3729,729,145,55,53,159,681,593,1439,3896,"Cinese, Repubblica Popolare",618,Filippine,561,Egitto,275,0,0,0,"1051452,21",32,0,203
295,2014,Giambellino,49,14986,16703,31689,5201,8004,16214,7714,1269,303,91,174,279,1306,1267,2385,7169,Egitto,1916,Filippine,1376,Sri Lanka (ex Ceylon),650,2,2,2,"1965274,21",57,4,1890
296,2014,Giardini Porta Venezia,3,27,25,52,12,10,18,5,0,2,1,1,0,6,4,1,5,Sri Lanka (ex Ceylon),5,Filippine,3,Francia,1,1,0,0,"249646,83",3,0,0
297,2014,Gratosoglio - Ticinello,41,8815,9814,18629,2912,2614,8622,3277,701,98,47,40,187,570,318,1702,5615,Egitto,432,Filippine,324,Marocco,255,3,4,2,"3312818,32",37,0,2153
298,2014,Greco,13,7316,7793,15109,2352,3660,7424,3292,613,134,57,61,133,624,630,1263,3422,Filippine,815,"Cinese, Repubblica Popolare",552,Egitto,424,2,2,2,"1768669,43",35,0,3460
299,2014,Guastalla,4,6821,8071,14892,2280,1847,7387,3227,535,109,34,28,125,621,563,1146,3671,Filippine,402,Sri Lanka (ex Ceylon),307,Perù,99,6,7,9,"1548020,74",52,2,0
300,2014,Isola,11,10843,11528,22371,3167,4104,11060,4968,728,235,95,80,195,979,1121,1498,4674,"Cinese, Repubblica Popolare",644,Egitto,605,Filippine,545,3,2,2,"1322966,34",53,1,285
301,2014,Lambrate,23,5099,5416,10515,1802,2026,5079,2336,317,91,35,22,123,470,371,740,2073,Filippine,420,Egitto,281,Perù,167,5,4,2,"3096861,87",39,0,1595
302,2014,Lodi - Corvetto,35,17219,18679,35898,5363,9018,17987,8190,1536,309,113,157,409,1511,1333,3119,8848,Filippine,1610,Egitto,1458,Perù,848,9,7,4,"3639092,52",54,4,1680
303,2014,Lorenteggio,53,6306,7064,13370,2084,1902,6332,2504,659,98,36,41,177,383,371,1482,3805,Egitto,444,Filippine,215,Romania,143,5,5,2,"2635327,1",44,0,2100
304,2014,Loreto,20,22408,21365,43773,6332,15049,21416,9672,1200,427,146,220,339,2713,2417,2435,7827,Filippine,2842,Egitto,2794,"Cinese, Repubblica Popolare",1609,7,5,3,"1747565,53",56,2,640
305,2014,Maciachini - Maggiolina,12,12277,13657,25934,3773,5197,12997,5993,1065,212,95,80,239,972,996,2147,6213,Filippine,989,"Cinese, Repubblica Popolare",887,Egitto,596,8,3,2,"1674980,95",51,1,458
306,2014,Magenta - S. Vittore,7,7879,9194,17073,2955,1839,8244,3343,582,139,45,24,151,801,649,1221,3912,Filippine,344,Sri Lanka (ex Ceylon),237,Francia,200,6,6,4,"1390146,88",58,4,1840
307,2014,Maggiore - Musocco,72,2374,2547,4921,801,762,2710,1258,179,51,17,17,41,158,127,326,1328,Perù,107,Egitto,92,Ecuador,85,2,2,1,"3030188,71",47,0,0
308,2014,Mecenate,30,8729,10204,18933,2807,2911,9617,4289,1116,128,52,48,225,539,538,2359,5646,Perù,435,Filippine,363,Egitto,266,5,4,2,"3821389,97",86,0,1940
309,2014,Muggiano,54,1517,1543,3060,743,205,1345,512,39,39,12,4,6,82,53,75,327,Egitto,31,Ecuador,29,Perù,25,1,1,0,"444218,42",7,0,1040
310,2014,Navigli,44,7981,9015,16996,2440,2261,8537,4133,539,191,71,40,131,746,759,1087,3426,Egitto,269,Filippine,240,Perù,170,4,1,0,"1483927,87",58,2,8020
311,2014,Niguarda - Cà Granda,14,17318,19402,36720,5402,5005,18464,8269,1568,271,115,74,414,1204,901,3288,10198,Egitto,734,Perù,522,Filippine,481,10,6,4,"4251281,95",115,0,859
312,2014,Ortomercato,29,2109,2043,4152,627,1532,2063,996,160,48,18,29,31,216,217,318,906,Egitto,447,Filippine,237,Perù,133,1,1,0,"1402519,65",15,0,1400
313,2014,Padova,19,17687,18336,36023,5307,12056,17854,8087,1321,335,142,216,299,1652,1519,2756,8015,Filippine,2698,Egitto,2129,Perù,1176,7,4,3,"2061945,5",49,2,650
314,2014,Pagano,68,7883,8995,16878,3099,1589,8041,3416,646,107,39,19,141,550,500,1358,4001,Filippine,285,Sri Lanka (ex Ceylon),150,Francia,123,2,2,2,"1289734,29",53,1,1887
315,2014,Parco Agricolo Sud,87,171,153,324,73,36,141,59,7,7,5,5,4,15,14,13,43,Paesi Bassi,12,"Serbia, Repubblica di, Repubblica di",5,Ucraina,3,0,0,0,"5844580,12",1,0,2750
316,2014,Parco Bosco in Città,88,224,223,447,112,176,205,103,8,4,2,3,4,27,22,11,67,Kosovo,47,"Macedonia, Repubblica di, Repubblica di",34,Romania,34,0,0,0,"7837668,61",22,0,100
317,2014,Parco dei Navigli,86,177,126,303,58,44,129,60,2,4,2,1,1,15,13,4,24,Romania,13,Albania,9,Bulgaria,8,0,0,0,"3617836,27",2,0,0
318,2014,Parco delle Abbazie,85,249,221,470,133,206,215,100,7,11,4,4,1,37,15,10,43,Romania,75,Montenegro,62,Bosnia-Erzegovina,35,0,0,0,13722000,22,0,1940
319,2014,Parco Forlanini - Ortica,24,519,435,954,143,289,508,277,25,9,4,2,5,76,48,33,125,Egitto,54,Romania,45,Ecuador,22,0,0,0,"2925814,52",16,1,3800
320,2014,Parco Lambro - Cimiano,18,9081,10561,19642,2765,2939,9965,4466,1099,161,59,62,236,740,619,2183,5752,Filippine,595,Perù,401,Egitto,271,7,4,3,"4971969,5",61,3,1940
321,2014,Parco Monlué - Ponte Lambro,31,2697,2415,5112,1020,1803,2218,956,95,60,35,40,21,335,313,171,749,Egitto,275,Ecuador,195,Perù,184,1,1,0,"2639289,21",21,0,3430
322,2014,Parco Nord,84,46,54,100,19,28,48,21,2,1,0,1,0,20,2,3,15,Egitto,6,Ucraina,6,"Cinese, Repubblica Popolare",5,1,1,0,"1533639,39",12,0,1200
323,2014,Parco Sempione,8,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,0,0,"470434,33",8,0,1350
324,2014,Porta Romana,27,7598,8619,16217,2239,1697,8271,3782,561,148,68,26,116,700,661,1080,3508,Filippine,317,"Cinese, Repubblica Popolare",122,Perù,116,1,2,1,"1002793,53",36,1,420
325,2014,Portello,67,3630,4170,7800,1124,743,3923,1754,401,59,15,11,86,263,211,804,2182,Perù,114,Filippine,103,"Cinese, Repubblica Popolare",65,3,3,1,"909636,6",22,0,0
326,2014,QT 8,66,1836,2207,4043,642,386,1951,836,240,32,13,4,50,113,109,448,1087,Filippine,60,Sri Lanka (ex Ceylon),44,Ucraina,36,3,2,1,"1024437,42",18,1,917
327,2014,Quarto Cagnino,61,4541,4854,9395,1388,882,4539,1869,268,59,21,14,94,243,192,648,2551,Egitto,166,"Cinese, Repubblica Popolare",106,Filippine,104,3,1,1,"986391,48",29,0,630
328,2014,Quarto Oggiaro,76,14874,16168,31042,5190,6756,15308,6759,1212,254,117,117,330,1108,717,2511,7222,"Cinese, Repubblica Popolare",1531,Egitto,899,Filippine,651,7,5,3,"2778263,75",47,2,840
329,2014,Quinto Romano,62,2352,2457,4809,657,419,2324,922,124,37,19,8,52,147,82,264,1163,Egitto,65,Filippine,55,Perù,49,1,1,0,"1645859,77",19,0,1680
330,2014,Quintosole,39,632,160,792,70,138,165,93,8,2,2,1,1,92,142,17,101,Egitto,32,Albania,29,Marocco,19,0,0,0,"1057528,77",4,0,0
331,2014,Ripamonti,38,6755,7178,13933,2218,1677,6698,2548,444,119,40,27,96,471,389,932,3632,Filippine,226,Egitto,177,Ecuador,154,4,2,1,"1853233,5",34,0,930
332,2014,Rogoredo,33,4992,4760,9752,1977,1884,4799,2160,198,116,34,34,62,338,322,386,1370,Egitto,270,Perù,219,Filippine,181,2,1,1,"1200161,64",8,0,0
333,2014,Ronchetto delle Rane,40,406,371,777,177,127,312,88,16,5,2,0,4,14,7,31,100,Egitto,42,Filippine,22,Perù,13,0,0,0,"188870,6",1,0,0
334,2014,Ronchetto sul Naviglio,48,6963,7641,14604,2071,1775,7424,3232,537,119,55,34,134,505,390,1138,4174,Egitto,373,Perù,207,Filippine,196,4,4,3,"2406775,2",39,0,4430
335,2014,S. Cristoforo,45,6347,6776,13123,2021,2418,7086,3574,405,133,55,52,121,440,481,813,3024,Egitto,584,Filippine,273,Perù,175,5,1,1,"1596174,14",37,0,4200
336,2014,S. Siro,60,5995,6486,12481,2311,2116,5742,1963,364,98,40,32,118,834,407,925,2897,Filippine,383,Francia,356,Perù,158,6,8,4,"3435307,37",65,0,0
337,2014,Sacco,74,138,115,253,39,50,123,50,3,2,1,1,1,11,12,12,53,"Cinese, Repubblica Popolare",27,Filippine,7,Bolivia,3,0,0,0,"708465,8",4,0,2204
338,2014,Sarpi,69,13591,15920,29511,4724,4878,14530,6660,1018,266,115,87,246,1349,1144,2101,6224,"Cinese, Repubblica Popolare",2021,Filippine,563,Perù,223,5,4,3,"1811914,53",70,0,0
339,2014,Scalo Romana,36,6110,5551,11661,1709,3984,5813,2816,257,93,26,53,73,642,694,522,2065,Egitto,850,Filippine,637,Bangladesh,364,0,1,0,"1736727,98",26,0,2000
340,2014,Selinunte,57,12732,13805,26537,4469,9256,13580,6748,1137,297,93,214,258,1257,1460,2061,5857,Egitto,2947,Filippine,1249,Romania,736,2,1,0,"984925,54",47,0,0
341,2014,Stadera,42,14563,15349,29912,4818,5886,15813,7619,1163,276,107,108,289,1257,899,2272,6774,Filippine,1051,Egitto,855,Perù,436,8,5,3,"3232237,35",47,1,2600
342,2014,Stephenson,75,44,33,77,10,20,34,14,1,0,0,0,0,2,5,3,17,"Cinese, Repubblica Popolare",7,Filippine,4,Sri Lanka (ex Ceylon),4,0,0,0,"560097,89",0,0,0
343,2014,Tibaldi,43,5451,6036,11487,1425,1918,6114,3092,540,79,30,28,89,624,468,982,2954,Egitto,350,Filippine,311,Perù,144,2,1,1,"786214,31",22,0,0
344,2014,Ticinese,6,9056,10542,19598,2706,2130,9866,4630,654,162,75,39,177,941,752,1310,4364,Filippine,329,Egitto,242,"Cinese, Repubblica Popolare",170,8,3,2,"1255064,75",37,0,184
345,2014,Tortona,50,6728,8139,14867,2338,1224,7231,2999,564,106,31,24,155,520,446,1176,3668,Filippine,207,Sri Lanka (ex Ceylon),92,Egitto,75,4,2,0,"996786,39",23,1,730
346,2014,Tre Torri,59,740,849,1589,313,205,732,294,60,9,1,5,15,57,82,116,348,Francia,40,Filippine,26,Perù,12,0,0,0,"513316,34",14,0,780
347,2014,Trenno,64,2126,2028,4154,527,294,1959,762,99,14,7,0,26,162,172,231,1118,Pakistan,32,Eritrea,29,Afghanistan,25,2,0,0,"489710,56",13,0,225
348,2014,Triulzo Superiore,32,891,622,1513,274,1044,801,475,16,28,8,24,8,127,109,29,113,Egitto,253,Sri Lanka (ex Ceylon),156,Filippine,127,0,0,0,"1395022,03",14,1,0
349,2014,Umbria - Molise,28,10523,11791,22314,3247,4405,11168,5144,909,208,74,82,230,856,836,1847,5299,Filippine,807,Egitto,620,Perù,304,3,1,1,"1192396,73",43,1,2910
350,2014,Viale Monza,16,13675,14474,28149,4383,6481,14333,6605,878,299,105,137,232,1136,1147,1812,6390,Filippine,1629,Perù,702,Egitto,675,10,6,2,"1135239,32",39,0,0
351,2014,Vigentina,5,6277,7271,13548,2180,1452,6391,2632,534,91,33,24,132,546,449,1185,3388,Filippine,197,Sri Lanka (ex Ceylon),176,Egitto,134,4,3,3,"3427070,6",84,0,902
352,2014,Villapizzone,71,19514,20475,39989,6487,12507,19763,8924,1490,403,173,235,418,1765,1608,2945,8384,"Cinese, Repubblica Popolare",2631,Filippine,1931,Egitto,1784,11,8,3,"3005623,49",64,4,0
353,2014,Washington,51,11759,14523,26282,4213,2559,13378,6127,1143,221,75,49,243,973,889,2260,6577,Filippine,546,Perù,178,Francia,166,4,3,3,"1306450,76",59,0,2440
354,2014,XXII Marzo,26,14193,16787,30980,4628,2901,15412,6900,1199,258,89,54,309,1029,1092,2446,7643,Filippine,525,Perù,258,Sri Lanka (ex Ceylon),183,5,3,3,"1637499,71",68,0,1140
355,2014,N.D.,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,"",0,"",0,0,0,0,0,0,0,0
356,2015,Adriano,17,8191,7800,15991,3043,3342,7184,2867,295,150,57,60,107,351,537,605,2440,Filippine,530,Egitto,457,"Cinese, Repubblica Popolare",372,4,1,0,"2431560,11",34,0,1360
357,2015,Affori,80,12254,12286,24540,4110,7125,11865,5017,692,249,90,136,188,565,854,1452,4835,"Cinese, Repubblica Popolare",1743,Egitto,1136,Filippine,1080,6,3,2,"2070893,65",21,2,1550
358,2015,Baggio,55,14042,15506,29548,4665,5302,14801,6662,1143,224,104,98,350,588,738,2440,7866,Filippine,1041,Perù,708,Egitto,607,7,3,2,"3478599,96",55,0,0
359,2015,Bande Nere,52,19828,23779,43607,6140,6597,22139,10121,2310,332,110,119,665,943,1330,4889,12504,Filippine,1562,Egitto,598,Perù,569,15,7,7,"2663880,93",73,3,0
360,2015,Barona,46,7878,8926,16804,2307,2171,7859,3148,697,86,35,36,241,354,226,1529,5295,Egitto,499,Filippine,253,Marocco,219,3,3,1,"2006324,59",59,0,1240
361,2015,Bicocca,15,4170,4054,8224,1470,1322,3900,1629,137,109,36,22,44,241,396,322,1268,Filippine,204,Egitto,193,"Cinese, Repubblica Popolare",123,0,0,0,"1534521,13",39,3,3070
362,2015,Bovisa,77,6849,6568,13417,2071,4751,7260,3951,441,118,44,62,109,358,687,786,2370,Egitto,1137,"Cinese, Repubblica Popolare",813,Filippine,553,4,2,1,"1913132,63",27,1,3470
363,2015,Bovisasca,81,3363,3745,7108,1070,932,3316,1256,262,48,22,20,104,166,145,648,1957,Perù,114,Egitto,109,"Cinese, Repubblica Popolare",98,3,1,1,"1576826,44",23,0,0
364,2015,Brera,2,8322,9549,17871,2863,2471,8962,4127,601,143,55,46,160,635,807,1231,4141,Filippine,402,Sri Lanka (ex Ceylon),190,Romania,137,5,5,3,"1637395,23",63,4,1354
365,2015,Bruzzano,83,6254,6588,12842,2130,2368,6137,2409,342,111,46,54,113,292,341,820,3024,Egitto,373,Perù,233,Ecuador,216,3,2,1,"1667691,29",21,1,0
366,2015,Buenos Aires - Venezia,21,28512,32690,61202,9133,7456,30403,13555,2156,457,176,98,557,1509,2179,4502,14228,Filippine,1318,"Cinese, Repubblica Popolare",615,Sri Lanka (ex Ceylon),467,9,5,4,"2877542,27",119,5,1220
367,2015,Cantalupa,47,247,229,476,71,70,245,109,5,1,1,0,1,20,14,10,89,Egitto,14,"Cinese, Repubblica Popolare",9,Perù,7,0,0,0,"926716,81",2,0,1460
368,2015,Cascina Triulza - Expo,73,623,93,716,14,121,21,7,0,0,0,0,1,61,151,1,32,Marocco,24,Romania,23,Albania,17,0,0,0,"1729126,9",1,0,2204
369,2015,Centrale,10,9131,8705,17836,2469,4384,8621,3889,522,155,51,67,147,517,912,1118,3614,Bangladesh,705,Filippine,609,"Cinese, Repubblica Popolare",549,3,3,3,"1556077,52",65,5,878
370,2015,Chiaravalle,34,551,535,1086,139,149,528,215,31,7,4,3,6,38,15,56,246,Filippine,27,Bangladesh,17,Egitto,15,1,0,0,"311640,12",4,0,0
371,2015,Città Studi,22,16553,19491,36044,4941,5395,18157,8320,1599,292,101,82,420,874,1035,3259,9279,Filippine,917,Perù,547,Sri Lanka (ex Ceylon),425,7,8,5,"2207487,44",88,2,564
372,2015,Comasina,82,4675,4774,9449,1754,3031,4366,1854,361,87,32,50,99,244,236,668,1906,"Cinese, Repubblica Popolare",905,Egitto,420,Perù,265,3,2,2,"926734,56",24,1,0
373,2015,Corsica,25,8766,10320,19086,2702,2797,9465,4134,785,163,61,37,206,439,625,1698,4758,Filippine,659,Perù,248,"Cinese, Repubblica Popolare",223,5,3,3,"1081329,7",35,2,1930
374,2015,De Angeli - Monte Rosa,58,9259,11338,20597,3178,2468,10347,4773,847,170,50,39,228,539,674,1806,5125,Filippine,407,Francia,235,Perù,192,3,2,3,"1323078,54",249,2,1550
375,2015,Dergano,79,11784,10785,22569,3734,7899,11048,5200,605,214,89,124,169,572,963,1260,3914,Egitto,1763,"Cinese, Repubblica Popolare",1594,Filippine,1005,3,3,3,"1358615,04",29,3,325
376,2015,Duomo,1,7965,8669,16634,2693,2077,8198,3738,524,157,57,35,122,490,820,1077,3684,Filippine,409,Sri Lanka (ex Ceylon),256,Francia,119,4,4,3,"2341704,07",106,8,0
377,2015,Ex OM - Morivione,37,3673,4001,7674,1323,1287,3537,1512,203,70,23,32,117,199,275,582,1656,Filippine,244,Egitto,165,"Cinese, Repubblica Popolare",121,2,2,1,"817976,68",10,0,510
378,2015,Farini,78,2093,1883,3976,592,1465,1924,843,84,50,23,26,30,118,184,162,622,Egitto,360,"Cinese, Repubblica Popolare",344,Filippine,139,0,0,0,"1010230,89",17,0,325
379,2015,Figino,63,951,985,1936,336,393,952,414,44,15,5,8,17,36,85,100,391,Romania,60,Sri Lanka (ex Ceylon),59,Egitto,52,2,2,1,"1424713,85",11,0,0
380,2015,Forze Armate,56,11511,12756,24267,3656,4220,12268,5718,889,183,58,70,257,536,608,1809,6267,Filippine,854,Egitto,659,Perù,465,7,6,2,"3206902,39",66,2,0
381,2015,Gallaratese,65,14923,17210,32133,4260,2885,16419,7380,1657,171,64,51,490,680,682,3804,11281,Romania,362,Filippine,320,Perù,296,6,6,3,"3894538,21",87,5,2570
382,2015,Garibaldi Repubblica,9,2517,2770,5287,704,709,2616,1199,178,53,23,15,48,210,279,370,1139,"Cinese, Repubblica Popolare",100,Perù,81,Sri Lanka (ex Ceylon),51,1,0,0,"785668,25",27,2,1290
383,2015,Ghisolfa,70,8207,9245,17452,2749,3034,8626,3771,732,173,61,60,171,407,565,1436,3893,"Cinese, Repubblica Popolare",663,Filippine,538,Egitto,284,0,0,0,"1051452,21",32,0,203
384,2015,Giambellino,49,14945,16643,31588,5190,8035,16074,7670,1281,268,84,135,312,821,931,2418,7124,Egitto,1894,Filippine,1402,Sri Lanka (ex Ceylon),699,2,2,2,"1965274,21",57,4,1890
385,2015,Giardini Porta Venezia,3,28,27,55,10,14,22,8,1,1,1,0,0,1,5,2,6,Sri Lanka (ex Ceylon),8,Filippine,4,Francia,1,1,0,0,"249646,83",3,0,0
386,2015,Gratosoglio - Ticinello,41,8835,9893,18728,2966,2659,8646,3314,762,110,52,44,242,499,382,1840,5566,Egitto,424,Filippine,359,Marocco,243,3,4,2,"3312818,32",37,0,2153
387,2015,Greco,13,7424,7822,15246,2377,3756,7471,3334,616,151,63,63,151,415,598,1263,3406,Filippine,830,"Cinese, Repubblica Popolare",580,Egitto,437,2,2,2,"1768669,43",35,0,3460
388,2015,Guastalla,4,6838,8091,14929,2305,1844,7404,3224,530,122,37,23,147,414,548,1147,3696,Filippine,378,Sri Lanka (ex Ceylon),304,Perù,94,6,7,9,"1548020,74",52,2,0
389,2015,Isola,11,10966,11637,22603,3218,4172,11163,5012,721,202,81,63,210,545,918,1512,4652,"Cinese, Repubblica Popolare",678,Egitto,615,Filippine,532,3,2,2,"1322966,34",53,1,285
390,2015,Lambrate,23,5350,5648,10998,1900,2060,5326,2430,323,116,44,40,109,258,427,780,2122,Filippine,429,Egitto,282,Perù,162,6,4,2,"3096861,87",39,0,1595
391,2015,Lodi - Corvetto,35,17350,18752,36102,5468,9242,18045,8224,1535,322,138,164,461,957,1175,3147,8770,Filippine,1678,Egitto,1455,Perù,842,9,7,4,"3639092,52",54,4,1680
392,2015,Lorenteggio,53,6445,7234,13679,2159,1965,6496,2582,652,78,27,26,197,240,323,1488,3741,Egitto,439,Filippine,213,Perù,146,5,4,2,"2635327,1",44,0,2100
393,2015,Loreto,20,22836,21501,44337,6438,15401,21632,9768,1193,411,149,227,360,1294,2145,2456,7807,Filippine,2887,Egitto,2866,"Cinese, Repubblica Popolare",1689,7,5,4,"1747565,53",56,2,640
394,2015,Maciachini - Maggiolina,12,12386,13634,26020,3793,5269,13035,6029,1055,224,80,100,276,572,778,2155,6214,Filippine,957,"Cinese, Repubblica Popolare",918,Egitto,642,8,3,2,"1674980,95",51,1,458
395,2015,Magenta - S. Vittore,7,8006,9258,17264,3002,1854,8288,3385,589,146,35,22,161,444,0,1236,3925,Filippine,330,Sri Lanka (ex Ceylon),230,Francia,220,5,6,4,"1390146,88",58,4,1840
396,2015,Maggiore - Musocco,72,2386,2565,4951,815,823,2708,1267,178,39,15,21,57,97,130,330,1326,Perù,113,Egitto,111,Ecuador,84,2,2,1,"3030188,71",47,0,0
397,2015,Mecenate,30,8837,10185,19022,2829,3035,9681,4343,1137,118,51,40,309,377,453,2422,5504,Perù,436,Filippine,389,Romania,261,5,4,2,"3821389,97",86,0,1940
398,2015,Muggiano,54,1524,1537,3061,749,203,1351,508,37,27,11,7,12,54,39,76,334,Ecuador,29,Egitto,27,Perù,24,1,1,0,"444218,42",7,0,1040
399,2015,Navigli,44,8023,9057,17080,2510,2277,8592,4170,541,191,78,56,160,488,640,1089,3420,Egitto,274,Filippine,244,Romania,169,4,1,0,"1483927,87",58,2,8020
400,2015,Niguarda - Cà Granda,14,17289,19272,36561,5384,5093,18369,8261,1596,272,121,89,438,893,751,3376,10098,Egitto,725,Perù,510,Filippine,509,10,6,4,"4251281,95",115,0,859
401,2015,Ortomercato,29,2141,2068,4209,635,1595,2091,1028,162,38,17,22,46,113,190,320,894,Egitto,448,Filippine,231,"Cinese, Repubblica Popolare",139,1,1,1,"1402519,65",15,0,1400
402,2015,Padova,19,17968,18466,36434,5388,12344,18028,8182,1342,325,106,203,345,884,1417,2825,8007,Filippine,2671,Egitto,2261,"Cinese, Repubblica Popolare",1165,7,4,3,"2061945,5",49,2,650
403,2015,Pagano,68,7859,9037,16896,3060,1569,8083,3424,653,135,42,25,167,413,506,1371,4034,Filippine,275,Sri Lanka (ex Ceylon),138,Francia,118,2,2,2,"1289734,29",53,1,1887
404,2015,Parco Agricolo Sud,87,166,158,324,72,41,140,59,8,4,4,1,2,18,12,12,46,Paesi Bassi,12,"Serbia, Repubblica di, Repubblica di",4,Ucraina,4,0,0,0,"5844580,12",1,0,2750
405,2015,Parco Bosco in Città,88,216,222,438,111,169,200,96,5,10,7,4,4,26,20,10,69,Romania,48,Kosovo,36,"Macedonia, Repubblica di, Repubblica di",18,0,0,0,"7837668,61",22,0,100
