_id,Anno,Quartiere,NIL,Uomini,Donne,Totale,Minori,Stranieri,Famiglie,Famiglie unipersonali,80 e più soli,Nati,Nati fuori dal matrimonio,Nati con almeno un genitore straniero,Morti,Emigrati,Immigrati,80 e più,65 e più,Prima cittadinanza,residenti prima cittadinanza,Seconda cittadinanza,residenti seconda cittadinanza,Terza cittadinanza,residenti terza cittadinanza,Scuola dell'infanzia (numero),Scuola primaria (numero),Scuola secondaria di primo grado (numero),Area (metri quadrati),fermate linee superficie,fermate metro,piste ciclabili (m)
133,2012,Navigli,44,8127,9179,17306,2437,2656,8645,4189,532,192,91,49,137,620,828,1094,3454,Egitto,304,Filippine,301,Perù,213,4,1,0,"1483927,87",58,2,8020
134,2012,Niguarda - Cà Granda,14,17354,19448,36802,5293,4829,18483,8266,1499,284,120,85,418,925,1014,3133,10263,Egitto,686,Perù,505,Filippine,392,10,6,4,"4251281,95",115,0,859
135,2012,Ortomercato,29,2105,2032,4137,577,1459,2093,1021,170,29,7,21,44,151,191,333,940,Egitto,371,Filippine,241,Romania,140,1,1,0,"1402519,65",15,0,1400
136,2012,Padova,19,18024,18416,36440,5124,12012,18022,8157,1239,336,138,214,351,1155,1683,2605,8101,Filippine,2516,Egitto,2116,"Cinese, Repubblica Popolare",1157,6,4,3,"2061945,5",49,2,650
137,2012,Pagano,68,7985,9232,17217,3188,1884,8203,3481,635,137,36,24,152,476,472,1326,3939,Filippine,325,Francia,168,Sri Lanka (ex Ceylon),168,2,2,2,"1289734,29",53,1,1887
138,2012,Parco Agricolo Sud,87,159,148,307,70,30,124,53,6,2,1,0,1,20,17,9,36,Paesi Bassi,8,Croazia,4,"Serbia, Repubblica di, Repubblica di",4,0,0,0,"5844580,12",1,0,2750
139,2012,Parco Bosco in Città,88,289,245,534,137,255,231,113,5,14,9,7,3,172,61,11,61,Kosovo,70,"Macedonia, Repubblica di, Repubblica di",51,Romania,22,0,0,0,"7837668,61",22,0,100
140,2012,Parco dei Navigli,86,163,138,301,62,51,137,69,5,2,0,1,4,19,24,8,29,Bulgaria,10,Romania,10,Albania,8,0,0,0,"3617836,27",2,0,0
141,2012,Parco delle Abbazie,85,264,218,482,131,233,213,106,4,9,2,5,2,21,25,8,43,Romania,92,Montenegro,63,Bosnia-Erzegovina,41,0,0,0,13722000,22,0,1940
142,2012,Parco Forlanini - Ortica,24,544,466,1010,150,309,536,286,27,11,5,3,7,53,86,38,127,Egitto,53,Romania,42,Marocco,33,0,0,0,"2925814,52",16,1,3800
143,2012,Parco Lambro - Cimiano,18,9196,10779,19975,2729,3101,10094,4541,1038,156,50,58,282,545,602,2092,5782,Filippine,615,Perù,413,Egitto,320,7,4,3,"4971969,5",61,3,1940
144,2012,Parco Monlué - Ponte Lambro,31,2615,2441,5056,993,1796,2245,1031,88,43,15,25,33,208,274,145,697,Egitto,306,Ecuador,210,Filippine,176,1,1,0,"2639289,21",21,0,3430
145,2012,Parco Nord,84,73,62,135,19,42,62,33,2,1,0,0,0,7,1,2,15,"Cinese, Repubblica Popolare",8,Sri Lanka (ex Ceylon),6,Egitto,4,1,1,0,"1533639,39",12,0,1200
146,2012,Parco Sempione,8,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,"470434,33",8,0,1350
147,2012,Porta Romana,27,7830,8819,16649,2295,2085,8356,3800,537,156,57,39,147,543,641,1048,3479,Filippine,372,Sri Lanka (ex Ceylon),138,"Cinese, Repubblica Popolare",130,1,2,1,"1002793,53",36,1,420
148,2012,Portello,67,3612,4129,7741,1062,785,3913,1737,399,56,20,12,86,167,222,799,2186,Filippine,122,Perù,113,"Cinese, Repubblica Popolare",53,3,3,0,"909636,6",22,0,0
149,2012,QT 8,66,1856,2248,4104,621,430,1974,815,229,40,9,10,61,101,82,466,1108,Filippine,64,Sri Lanka (ex Ceylon),54,Perù,41,3,2,1,"1024437,42",18,1,917
150,2012,Quarto Cagnino,61,4677,4933,9610,1434,939,4621,1894,242,53,23,18,83,173,198,554,2506,Egitto,178,Perù,112,"Cinese, Repubblica Popolare",96,3,1,1,"986391,48",29,0,630
151,2012,Quarto Oggiaro,76,15442,16644,32086,5308,6981,15726,6921,1156,260,128,116,376,876,850,2435,7300,"Cinese, Repubblica Popolare",1532,Egitto,958,Filippine,622,7,5,3,"2778263,75",47,2,840
152,2012,Quinto Romano,62,2422,2515,4937,692,448,2380,976,115,32,11,8,51,130,88,232,1102,Egitto,67,Filippine,50,Perù,49,1,1,0,"1645859,77",19,0,1680
153,2012,Quintosole,39,509,174,683,72,121,177,96,6,2,1,2,5,66,78,10,80,Albania,31,Egitto,24,Romania,20,0,0,0,"1057528,77",4,0,0
154,2012,Ripamonti,38,6718,7091,13809,2129,1659,6611,2537,385,109,45,31,125,328,428,809,3504,Filippine,199,Egitto,173,Sri Lanka (ex Ceylon),161,4,2,1,"1853233,5",34,0,930
155,2012,Rogoredo,33,4766,4538,9304,1758,1619,4573,2034,205,129,29,28,60,257,391,379,1312,Egitto,226,Perù,210,Romania,140,2,1,1,"1200161,64",8,0,0
156,2012,Ronchetto delle Rane,40,402,378,780,196,127,313,95,14,6,1,3,1,12,5,26,88,Egitto,45,Filippine,20,Perù,14,0,0,0,"188870,6",1,0,0
157,2012,Ronchetto sul Naviglio,48,7082,7688,14770,2002,1865,7451,3223,455,100,35,37,155,401,451,985,4104,Egitto,357,Perù,235,Filippine,209,4,4,3,"2406775,2",39,0,4430
158,2012,S. Cristoforo,45,6387,6809,13196,1933,2434,7106,3653,398,105,41,29,126,407,512,776,2969,Egitto,534,Filippine,281,Perù,200,5,1,1,"1596174,14",37,0,4200
159,2012,S. Siro,60,6354,6814,13168,2506,2696,5902,1998,352,88,28,27,115,353,415,875,2869,Francia,671,Filippine,381,Perù,189,7,9,4,"3435307,37",65,0,0
160,2012,Sacco,74,141,117,258,39,45,119,45,2,3,2,0,0,12,2,10,48,"Cinese, Repubblica Popolare",23,Filippine,5,Ecuador,3,0,0,0,"708465,8",4,0,2204
161,2012,Sarpi,69,13806,16062,29868,4641,5382,14667,6736,997,303,126,100,267,841,1146,2058,6228,"Cinese, Repubblica Popolare",1948,Filippine,608,Perù,262,4,4,3,"1811914,53",70,0,0
162,2012,Scalo Romana,36,5952,5434,11386,1633,3763,5636,2700,235,115,48,65,68,382,664,465,1968,Egitto,749,Filippine,603,Sri Lanka (ex Ceylon),315,0,1,0,"1736727,98",26,0,2000
163,2012,Selinunte,57,12697,13683,26380,4030,8775,13570,6765,1116,196,63,129,330,741,942,2077,6013,Egitto,2617,Filippine,1202,Marocco,686,2,1,1,"984925,54",47,0,0
164,2012,Stadera,42,14699,15435,30134,4646,5818,15837,7683,1085,285,98,101,272,900,1163,2106,6791,Filippine,999,Egitto,904,Perù,410,9,5,3,"3232237,35",47,1,2600
165,2012,Stephenson,75,32,24,56,4,12,27,12,1,0,0,0,0,3,0,2,13,"Cinese, Repubblica Popolare",8,Brasile,3,Perù,1,0,0,0,"560097,89",0,0,0
166,2012,Tibaldi,43,5668,6232,11900,1494,2074,6276,3155,538,91,38,27,107,360,493,967,2953,Egitto,397,Filippine,291,Perù,180,2,1,1,"786214,31",22,0,0
167,2012,Ticinese,6,9440,10733,20173,2735,2586,10114,4767,617,158,55,41,188,644,818,1249,4320,Filippine,346,Egitto,320,Sri Lanka (ex Ceylon),178,8,3,2,"1255064,75",37,0,184
168,2012,Tortona,50,6869,8306,15175,2319,1418,7350,3044,566,121,44,25,159,419,448,1163,3724,Filippine,224,Sri Lanka (ex Ceylon),111,Egitto,89,4,2,0,"996786,39",23,1,730
169,2012,Tre Torri,59,615,731,1346,244,165,631,260,59,14,5,4,10,39,43,112,319,Francia,26,Filippine,21,Stati Uniti d'America,10,0,0,0,"513316,34",14,0,780
170,2012,Trenno,64,2152,2078,4230,552,300,1989,785,96,20,7,2,38,220,166,200,1015,Afghanistan,30,Eritrea,21,Filippine,20,2,0,0,"489710,56",13,0,225
171,2012,Triulzo Superiore,32,908,600,1508,243,1042,823,511,15,16,8,13,8,67,136,29,110,Egitto,292,Sri Lanka (ex Ceylon),156,Perù,117,0,0,0,"1395022,03",14,1,0
172,2012,Umbria - Molise,28,10724,12020,22744,3169,4664,11329,5218,915,208,79,74,229,597,733,1837,5414,Filippine,813,Egitto,717,Perù,358,3,1,1,"1192396,73",43,1,2910
173,2012,Viale Monza,16,13652,14279,27931,4149,6394,14105,6501,805,218,66,88,222,843,1133,1637,6143,Filippine,1421,Perù,695,Egitto,659,9,6,2,"3005623,49",64,4,0
174,2012,Vigentina,5,6498,7426,13924,2184,1758,6557,2698,499,103,33,17,125,343,516,1124,3375,Filippine,204,Sri Lanka (ex Ceylon),189,Egitto,173,4,3,2,"1135239,32",39,0,0
175,2012,Villapizzone,71,19799,20545,40344,6339,12389,19909,9009,1471,412,151,224,468,1075,1590,2941,8447,"Cinese, Repubblica Popolare",2418,Egitto,1863,Filippine,1823,11,8,3,"3427070,6",84,0,902
176,2012,Washington,51,11981,14872,26853,4337,3032,13577,6227,1099,235,66,45,263,808,979,2201,6573,Filippine,579,Perù,231,Francia,228,4,3,3,"1306450,76",59,0,2440
177,2012,XXII Marzo,26,14343,17019,31362,4679,3368,15502,6918,1141,283,106,62,321,909,857,2354,7604,Filippine,572,Perù,282,Sri Lanka (ex Ceylon),223,5,3,3,"1637499,71",68,0,1140
178,2012,N.D.,,0,0,0,0,0,0,0,0,99,49,58,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,0
179,2013,Adriano,17,7912,7608,15520,2998,3137,7008,2792,261,182,65,61,71,517,730,553,2341,Filippine,531,Egitto,409,"Cinese, Repubblica Popolare",390,4,1,0,"2431560,11",34,0,1360
180,2013,Affori,80,12043,11956,23999,3973,7019,11592,4898,632,230,89,127,191,956,1067,1321,4724,"Cinese, Repubblica Popolare",1587,Egitto,1140,Filippine,1008,5,3,2,"2070893,65",21,2,1550
181,2013,Baggio,55,13911,15384,29295,4508,5061,14650,6543,1027,229,100,105,295,1201,1025,2184,7764,Filippine,968,Perù,713,Egitto,593,7,3,2,"3478599,96",55,0,0
182,2013,Bande Nere,52,19764,23672,43436,6032,6678,22044,10009,2170,317,116,106,614,1601,1518,4576,12543,Filippine,1447,Perù,601,Egitto,585,15,7,7,"2663880,93",73,3,0
183,2013,Barona,46,7962,9012,16974,2323,2137,7898,3078,627,87,44,44,243,460,381,1419,5247,Egitto,536,Marocco,234,Filippine,219,3,3,1,"2006324,59",59,0,1240
184,2013,Bicocca,15,3840,3723,7563,1316,1266,3562,1511,134,71,27,17,38,336,507,295,1187,Egitto,188,Filippine,170,Ecuador,99,0,0,0,"1534521,13",39,3,3070
185,2013,Bovisa,77,6669,6325,12994,1926,4637,7017,3816,438,140,48,84,89,705,768,775,2347,Egitto,1166,"Cinese, Repubblica Popolare",721,Filippine,533,4,2,1,"1913132,63",27,1,3470
186,2013,Bovisasca,81,3439,3824,7263,1097,978,3317,1228,237,45,20,11,112,234,176,620,1955,Perù,121,Egitto,117,"Cinese, Repubblica Popolare",95,3,1,1,"1576826,44",23,0,0
187,2013,Brera,2,8158,9693,17851,2795,2611,8907,4034,602,140,42,23,175,921,798,1217,4139,Filippine,431,Sri Lanka (ex Ceylon),235,Francia,134,6,6,5,"1637395,23",63,4,1354
188,2013,Bruzzano,83,6168,6396,12564,2012,2311,6005,2362,331,114,43,52,101,430,420,734,2885,Egitto,373,Perù,267,Ecuador,199,3,2,1,"1667691,29",21,1,0
189,2013,Buenos Aires - Venezia,21,28699,32818,61517,9120,8401,30475,13490,2082,516,189,119,569,2510,2450,4309,14038,Filippine,1378,Sri Lanka (ex Ceylon),560,"Cinese, Repubblica Popolare",541,10,5,4,"2877542,27",119,5,1220
190,2013,Cantalupa,47,238,229,467,77,71,229,103,3,7,5,2,2,25,12,5,80,Egitto,18,"Cinese, Repubblica Popolare",8,Perù,7,0,0,0,"926716,81",2,0,1460
191,2013,Cascina Triulza - Expo,73,441,71,512,13,66,27,13,0,1,1,1,3,62,151,0,18,Marocco,19,Romania,12,Albania,7,0,0,0,"1729126,9",1,0,2204
192,2013,Centrale,10,8924,8669,17593,2455,4356,8549,3800,509,128,54,42,149,965,990,1107,3606,Bangladesh,642,Filippine,605,"Cinese, Repubblica Popolare",528,3,3,3,"1556077,52",65,5,878
193,2013,Chiaravalle,34,579,539,1118,147,152,529,221,23,4,2,3,11,36,28,48,220,Sri Lanka (ex Ceylon),21,Bangladesh,19,Filippine,17,1,0,0,"311640,12",4,0,0
194,2013,Città Studi,22,16756,19707,36463,4895,5919,18381,8385,1593,257,89,91,395,1410,1389,3229,9383,Filippine,892,Perù,615,Egitto,430,7,8,5,"2207487,44",88,2,564
195,2013,Comasina,82,4681,4757,9438,1704,3114,4443,1877,344,107,49,69,101,456,385,660,1918,"Cinese, Repubblica Popolare",906,Egitto,416,Perù,301,3,2,2,"926734,56",24,1,0
196,2013,Corsica,25,8661,10330,18991,2652,2944,9378,4121,766,159,44,47,208,699,706,1646,4754,Filippine,683,Perù,267,Ecuador,191,6,3,3,"1081329,7",35,2,1930
197,2013,De Angeli - Monte Rosa,58,9316,11439,20755,3201,2746,10388,4783,826,167,48,40,239,774,852,1741,5193,Filippine,425,Francia,299,Perù,210,3,2,3,"1323078,54",249,2,1550
198,2013,Dergano,79,11684,10501,22185,3597,7773,10829,5070,552,218,92,108,161,1107,1287,1161,3872,Egitto,1795,"Cinese, Repubblica Popolare",1479,Filippine,914,3,3,3,"1358615,04",29,3,325
199,2013,Duomo,1,7904,8726,16630,2618,2374,8199,3742,518,136,47,30,140,1091,837,1052,3707,Filippine,461,Sri Lanka (ex Ceylon),291,Perù,139,4,4,3,"2341704,07",106,8,0
200,2013,Ex OM - Morivione,37,3707,4090,7797,1322,1373,3605,1545,199,77,18,24,125,286,356,568,1643,Filippine,245,Egitto,184,Sri Lanka (ex Ceylon),146,3,2,1,"817976,68",10,0,510
201,2013,Farini,78,2111,1863,3974,563,1463,1944,882,82,48,20,26,27,243,287,156,611,Egitto,368,"Cinese, Repubblica Popolare",270,Filippine,168,0,0,0,"1010230,89",17,0,325
202,2013,Figino,63,848,880,1728,269,303,862,396,46,14,5,7,17,47,63,99,353,Romania,67,Sri Lanka (ex Ceylon),56,Egitto,43,2,2,1,"1424713,85",11,0,0
203,2013,Forze Armate,56,11246,12539,23785,3482,4039,12008,5480,819,165,67,64,254,880,808,1675,6158,Filippine,793,Egitto,534,Perù,448,7,5,2,"3206902,39",66,2,0
204,2013,Gallaratese,65,15188,17328,32516,4345,2835,16548,7322,1442,196,72,59,431,802,782,3296,11480,Perù,342,Romania,324,Filippine,296,6,6,3,"3894538,21",87,5,2570
205,2013,Garibaldi Repubblica,9,2464,2730,5194,687,767,2537,1174,176,53,21,20,45,295,279,359,1105,Perù,95,"Cinese, Repubblica Popolare",91,Sri Lanka (ex Ceylon),53,1,0,0,"785668,25",27,2,1290
206,2013,Ghisolfa,70,8159,9178,17337,2691,3137,8613,3769,708,150,59,50,186,632,690,1425,3901,"Cinese, Repubblica Popolare",616,Filippine,558,Egitto,278,0,0,0,"1051452,21",32,0,203
207,2013,Giambellino,49,15122,16714,31836,5063,8180,16260,7771,1236,309,116,153,332,1247,1405,2336,7229,Egitto,1936,Filippine,1324,Sri Lanka (ex Ceylon),662,2,2,2,"1965274,21",57,4,1890
208,2013,Giardini Porta Venezia,3,23,24,47,6,8,20,8,0,1,1,0,0,5,2,1,6,Filippine,5,Sri Lanka (ex Ceylon),2,Stati Uniti d'America,1,1,0,0,"249646,83",3,0,0
209,2013,Gratosoglio - Ticinello,41,8935,9784,18719,2922,2652,8662,3265,625,95,48,24,207,544,441,1560,5595,Egitto,438,Filippine,312,Marocco,253,3,4,2,"3312818,32",37,0,2153
210,2013,Greco,13,7364,7773,15137,2367,3726,7432,3279,593,137,50,69,136,673,784,1227,3417,Filippine,814,"Cinese, Repubblica Popolare",548,Egitto,450,2,2,2,"1768669,43",35,0,3460
211,2013,Guastalla,4,6831,8108,14939,2255,2047,7371,3215,524,109,32,21,137,696,602,1111,3662,Filippine,428,Sri Lanka (ex Ceylon),340,Perù,116,6,7,9,"1548020,74",52,2,0
212,2013,Isola,11,10795,11478,22273,3115,4338,10982,4884,725,208,80,51,192,1257,1175,1493,4707,"Cinese, Repubblica Popolare",646,Egitto,620,Filippine,570,3,2,2,"1322966,34",53,1,285
213,2013,Lambrate,23,5195,5407,10602,1801,2189,5067,2331,293,104,35,34,103,421,452,704,2044,Filippine,440,Egitto,324,Perù,167,5,4,2,"3096861,87",39,0,1595
214,2013,Lodi - Corvetto,35,17465,18698,36163,5287,9341,18089,8223,1469,320,119,155,421,1646,1743,2989,8865,Filippine,1588,Egitto,1580,Perù,834,9,7,4,"3639092,52",54,4,1680
215,2013,Lorenteggio,53,6254,7068,13322,2081,1893,6271,2438,639,91,38,27,158,383,482,1462,3809,Egitto,430,Filippine,220,Perù,145,5,5,2,"2635327,1",44,0,2100
216,2013,Loreto,20,22914,21371,44285,6248,15708,21595,9726,1163,412,170,264,369,2643,2948,2383,7790,Egitto,3019,Filippine,2791,"Cinese, Repubblica Popolare",1493,7,5,3,"1747565,53",56,2,640
217,2013,Maciachini - Maggiolina,12,12330,13676,26006,3706,5402,13063,6007,1043,209,87,97,283,1025,1016,2117,6185,Filippine,1017,"Cinese, Repubblica Popolare",831,Egitto,578,8,3,2,"1674980,95",51,1,458
218,2013,Magenta - S. Vittore,7,7981,9250,17231,2968,2108,8310,3398,579,146,42,28,151,845,771,1195,3877,Filippine,353,Sri Lanka (ex Ceylon),278,Francia,265,6,6,4,"1390146,88",58,4,1840
219,2013,Maggiore - Musocco,72,2357,2531,4888,774,772,2700,1272,184,49,21,17,49,143,163,312,1284,Perù,111,Ecuador,90,Egitto,89,2,2,1,"3030188,71",47,0,0
220,2013,Mecenate,30,8684,10156,18840,2782,2888,9508,4201,1051,140,58,48,285,593,528,2260,5704,Perù,413,Filippine,328,Egitto,292,5,4,2,"3821389,97",86,0,1940
221,2013,Muggiano,54,1512,1516,3028,742,194,1337,520,38,32,14,5,11,77,78,70,315,Egitto,32,Ecuador,24,Perù,23,1,1,0,"444218,42",7,0,1040
222,2013,Navigli,44,8026,9012,17038,2424,2516,8573,4134,526,182,78,51,153,875,857,1074,3418,Egitto,304,Filippine,278,Perù,203,4,1,0,"1483927,87",58,2,8020
223,2013,Niguarda - Cà Granda,14,17330,19376,36706,5329,5161,18452,8247,1509,263,107,99,445,1173,1172,3152,10187,Egitto,746,Perù,537,Filippine,444,10,6,4,"4251281,95",115,0,859
224,2013,Ortomercato,29,2114,2038,4152,594,1541,2052,988,155,35,10,26,42,177,211,318,922,Egitto,405,Filippine,254,Perù,134,1,1,0,"1402519,65",15,0,1400
225,2013,Padova,19,17920,18252,36172,5195,12280,17895,8085,1257,313,117,204,345,1841,1896,2637,7995,Filippine,2630,Egitto,2209,Perù,1179,7,4,3,"2061945,5",49,2,650
226,2013,Pagano,68,7889,9078,16967,3161,1817,8090,3439,622,140,32,28,146,608,582,1324,3931,Filippine,316,Sri Lanka (ex Ceylon),185,Francia,156,2,2,2,"1289734,29",53,1,1887
227,2013,Parco Agricolo Sud,87,165,157,322,74,32,135,56,7,5,4,1,1,9,32,10,38,Paesi Bassi,9,"Serbia, Repubblica di, Repubblica di",5,Romania,3,0,0,0,"5844580,12",1,0,2750
228,2013,Parco Bosco in Città,88,224,233,457,117,187,221,113,9,5,3,2,1,53,70,12,64,Kosovo,58,"Macedonia, Repubblica di, Repubblica di",43,Romania,21,0,0,0,"7837668,61",22,0,100
229,2013,Parco dei Navigli,86,175,130,305,60,47,134,65,3,5,3,3,5,18,21,4,25,Romania,11,Bulgaria,9,Albania,8,0,0,0,"3617836,27",2,0,0
230,2013,Parco delle Abbazie,85,262,212,474,130,221,219,111,9,12,8,6,3,20,31,10,41,Romania,79,Montenegro,63,Bosnia-Erzegovina,38,0,0,0,13722000,22,0,1940
231,2013,Parco Forlanini - Ortica,24,538,450,988,149,309,526,286,28,4,0,3,6,68,59,37,126,Egitto,57,Romania,44,Marocco,29,0,0,0,"2925814,52",16,1,3800
232,2013,Parco Lambro - Cimiano,18,9112,10604,19716,2695,3064,10001,4470,1054,118,49,42,256,658,693,2104,5748,Filippine,605,Perù,415,Egitto,294,7,4,3,"4971969,5",61,3,1940
233,2013,Parco Monlué - Ponte Lambro,31,2653,2427,5080,1005,1818,2258,1005,88,57,23,36,25,346,303,161,707,Egitto,311,Ecuador,201,Perù,182,1,1,0,"2639289,21",21,0,3430
234,2013,Parco Nord,84,64,64,128,22,43,58,29,2,0,0,0,0,15,9,3,14,Egitto,8,"Cinese, Repubblica Popolare",7,Ucraina,5,1,1,0,"1533639,39",12,0,1200
235,2013,Parco Sempione,8,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,0,0,"470434,33",8,0,1350
236,2013,Porta Romana,27,7688,8659,16347,2262,1994,8231,3744,551,148,55,35,149,673,770,1047,3458,Filippine,367,"Cinese, Repubblica Popolare",135,Perù,125,1,2,1,"1002793,53",36,1,420
237,2013,Portello,67,3601,4135,7736,1082,813,3890,1726,393,45,25,8,72,189,226,794,2189,Filippine,127,Perù,113,"Cinese, Repubblica Popolare",64,3,3,1,"909636,6",22,0,0
238,2013,QT 8,66,1821,2196,4017,615,421,1943,811,227,30,9,2,64,123,112,453,1077,Filippine,62,Sri Lanka (ex Ceylon),45,Ucraina,35,3,2,1,"1024437,42",18,1,917
239,2013,Quarto Cagnino,61,4605,4848,9453,1411,927,4552,1845,254,55,23,15,95,205,231,609,2505,Egitto,176,Perù,108,Filippine,100,3,1,1,"986391,48",29,0,630
240,2013,Quarto Oggiaro,76,15096,16266,31362,5160,6952,15397,6775,1158,224,102,108,376,1154,921,2447,7220,"Cinese, Repubblica Popolare",1529,Egitto,969,Filippine,628,7,5,3,"2778263,75",47,2,840
241,2013,Quinto Romano,62,2386,2481,4867,665,456,2363,958,116,22,10,7,29,126,118,248,1134,Egitto,79,Perù,53,Filippine,50,1,1,0,"1645859,77",19,0,1680
242,2013,Quintosole,39,573,171,744,75,135,174,98,7,7,0,6,9,74,148,9,89,Albania,36,Egitto,29,Romania,18,0,0,0,"1057528,77",4,0,0
243,2013,Ripamonti,38,6696,7071,13767,2134,1707,6629,2507,404,114,33,29,97,425,507,855,3550,Filippine,211,Egitto,174,Sri Lanka (ex Ceylon),164,4,2,1,"1853233,5",34,0,930
244,2013,Rogoredo,33,4830,4552,9382,1837,1718,4599,2055,198,153,44,53,62,363,433,376,1332,Egitto,220,Perù,211,Filippine,154,2,1,1,"1200161,64",8,0,0
245,2013,Ronchetto delle Rane,40,412,374,786,192,132,317,97,15,5,5,0,1,11,13,28,94,Egitto,45,Filippine,23,Perù,15,0,0,0,"188870,6",1,0,0
246,2013,Ronchetto sul Naviglio,48,6997,7625,14622,2062,1874,7402,3201,493,128,50,41,155,489,433,1050,4108,Egitto,385,Perù,225,Filippine,209,4,4,3,"2406775,2",39,0,4430
247,2013,S. Cristoforo,45,6311,6766,13077,1950,2428,7022,3583,399,132,53,54,128,523,543,775,2996,Egitto,536,Filippine,289,Perù,185,5,1,1,"1596174,14",37,0,4200
248,2013,S. Siro,60,6237,6656,12893,2387,2594,5851,2011,362,77,32,25,115,559,505,876,2865,Francia,604,Filippine,364,Perù,183,6,8,4,"3435307,37",65,0,0
249,2013,Sacco,74,138,111,249,37,47,114,42,4,4,4,0,1,12,9,12,46,"Cinese, Repubblica Popolare",23,Filippine,4,Ecuador,3,0,0,0,"708465,8",4,0,2204
250,2013,Sarpi,69,13768,16009,29777,4722,5356,14580,6648,995,319,128,100,269,1241,1351,2055,6188,"Cinese, Repubblica Popolare",1989,Filippine,589,Perù,261,4,4,3,"1811914,53",70,0,0
251,2013,Scalo Romana,36,6071,5491,11562,1689,3983,5743,2776,247,116,44,66,75,599,945,484,1996,Egitto,837,Filippine,593,Sri Lanka (ex Ceylon),312,0,1,0,"1736727,98",26,0,2000
252,2013,Selinunte,57,12689,13653,26342,4200,9136,13493,6693,1101,276,115,178,297,1380,1464,2049,5878,Egitto,2789,Filippine,1222,Marocco,722,2,1,0,"984925,54",47,0,0
253,2013,Stadera,42,14750,15500,30250,4752,6059,15912,7648,1116,272,92,94,265,1058,1216,2171,6785,Filippine,1023,Egitto,926,Perù,424,8,5,3,"3232237,35",47,1,2600
254,2013,Stephenson,75,34,25,59,6,12,27,11,1,2,0,0,0,2,4,3,13,"Cinese, Repubblica Popolare",8,Brasile,3,Perù,1,0,0,0,"560097,89",0,0,0
255,2013,Tibaldi,43,5599,6100,11699,1477,2092,6170,3115,529,97,40,29,118,534,554,951,2935,Egitto,409,Filippine,310,Perù,168,2,1,1,"786214,31",22,0,0
256,2013,Ticinese,6,9314,10637,19951,2712,2555,10043,4698,612,168,61,40,159,868,963,1257,4337,Filippine,335,Egitto,306,"Cinese, Repubblica Popolare",184,8,3,2,"1255064,75",37,0,184
257,2013,Tortona,50,6790,8193,14983,2322,1431,7250,3010,569,128,49,29,158,522,505,1173,3686,Filippine,225,Sri Lanka (ex Ceylon),99,Egitto,97,4,2,0,"996786,39",23,1,730
258,2013,Tre Torri,59,641,774,1415,272,193,652,270,64,8,3,4,15,48,37,120,326,Francia,31,Filippine,25,Perù,10,0,0,0,"513316,34",14,0,780
259,2013,Trenno,64,2122,2044,4166,546,270,1972,779,96,23,10,0,29,178,202,205,1069,Pakistan,28,Filippine,20,Afghanistan,18,2,0,0,"489710,56",13,0,225
260,2013,Triulzo Superiore,32,896,617,1513,257,1035,810,494,17,16,8,11,4,149,154,31,117,Egitto,264,Sri Lanka (ex Ceylon),167,Perù,114,0,0,0,"1395022,03",14,1,0
261,2013,Umbria - Molise,28,10684,11910,22594,3192,4716,11290,5186,901,205,75,80,247,1030,1035,1819,5349,Filippine,830,Egitto,703,Perù,337,3,1,1,"1192396,73",43,1,2910
262,2013,Viale Monza,16,13637,14243,27880,4201,6507,14150,6519,845,282,93,127,236,1154,1234,1729,6248,Filippine,1499,Perù,691,Egitto,674,9,6,2,"1135239,32",39,0,0
263,2013,Vigentina,5,6396,7279,13675,2150,1701,6460,2670,516,104,34,21,129,621,591,1145,3358,Filippine,203,Sri Lanka (ex Ceylon),195,Egitto,169,4,3,3,"3427070,6",84,0,902
264,2013,Villapizzone,71,19759,20482,40241,6403,12721,19886,8973,1478,373,148,201,413,1795,1906,2941,8416,"Cinese, Repubblica Popolare",2528,Egitto,1889,Filippine,1867,11,8,3,"3005623,49",64,4,0
265,2013,Washington,51,11757,14634,26391,4246,2913,13397,6124,1131,216,69,49,254,1009,857,2227,6550,Filippine,551,Perù,211,Francia,195,4,3,3,"1306450,76",59,0,2440
266,2013,XXII Marzo,26,14078,16721,30799,4534,3210,15290,6838,1174,228,87,48,290,1220,1134,2420,7621,Filippine,565,Perù,277,Sri Lanka (ex Ceylon),198,5,3,3,"1637499,71",68,0,1140
267,2014,Adriano,17,7966,7681,15647,3020,3171,7075,2818,279,161,64,57,87,564,535,576,2405,Filippine,561,Egitto,413,"Cinese, Repubblica Popolare",374,3,1,0,"2431560,11",34,0,1360
268,2014,Affori,80,12021,12017,24038,3999,6844,11672,4950,667,265,101,131,181,1066,938,1395,4793,"Cinese, Repubblica Popolare",1644,Egitto,1067,Filippine,1020,6,3,2,"2070893,65",21,2,1550
269,2014,Baggio,55,13987,15435,29422,4625,5098,14721,6593,1090,237,109,94,307,851,837,2312,7846,Filippine,1028,Perù,704,Egitto,564,7,3,2,"3478599,96",55,0,0
